name	id	beer_style	first_brewed	alcohol_content	original_gravity	final_gravity	ibu_scale	country	brewery_brand	color_srm	from_region	containers
Hofbrauhaus München Münchner Fest-Bier	/m/04dqjt_			6.0					Hofbrauhaus München		Germany	/m/04dr41s
Guinness Draught Guinness	/m/04dqt_6			4.1					Guinness		Republic of Ireland	/m/04dr1w7
Krusovice Imperial	/m/04dqj0n			5.0					Krusovice		Czech Republic	/m/04dr2x3
La Trappe Quadrupel XXXX (Schaapskooi)	/m/04dqth0			10.0					La Trappe		Netherlands	/m/04dr0x3
Unibroue Éphémère (Apple)	/m/04dqtlj			5.5					Unibroue		Canada	/m/04dr5p6
Einbecker Mai-Ur-Bock	/m/04dqvtx			6.5					Einbecker		Germany	/m/04dqzf3
Castelain Jade Bière Biologique	/m/04dqhql			4.6					Castelain		France	/m/04dr48j,/m/04dr47d
Highland Brewing Company St Magnus Ale	/m/04dqwmh			4.5					Highland Brewing Company		United Kingdom	/m/04dr4bd
De Leeuw Bockbier	/m/04dqc51			6.5					De Leeuw		Netherlands	/m/04dq_jc
Coleraine Steiger	/m/04dqjhq			2.8					Coleraine		Republic of Ireland	/m/04dq_kh
Acme California IPA	/m/03xf5ld								North Coast Brewing Company			
Clarysse Felix Oudenaards Oud Bruin	/m/04dqg2x			6.0					Clarysse		Belgium	/m/04dqxt7
Ducal	/m/059022v								Cerveceria Nacional			
Hotteterre Russe	/m/04dqtxl			5.3					Hotteterre		France	/m/04dr6lv
Kelham Island Brewery Pale Rider (A Strong Pale Ale)	/m/04dqpsg			5.2					Kelham Island Brewery		United Kingdom	/m/04dr4yt
Young's Celebration GBG30	/m/04dql0m			5.6					Young's Brewery		United Kingdom	/m/04dr62q
Beck & Co. Beck's Gold	/m/04dq9lz			4.9					Beck's		Germany	/m/04dqzzh
Brasserie des Fagnes Super des Fagnes Blonde	/m/04dqjg5			7.5					Brasserie des Fagnes		Belgium	/m/04dr1sh
Wychwood Firecrest (Sainsbury's)	/m/04dqgsk			6.0					Wychwood Brewery		United Kingdom	/m/04dqy37
Phillips Brewing Co. Espresso Stout	/m/04dqtt2			5.0					Phillips Brewing Co.		Canada	/m/04dqxbc
Bavik-De Brabandere Pilaarbijter	/m/04dqkw4			7.5					Bavik-De Brabandere		Belgium	/m/04dq_fc
Melbourn Bros. Strawberry	/m/04dqjd7			3.4					Melbourn Bros.		United Kingdom	/m/04dr3l8
MicroBrasserie Le Grimoire La Noire Soeur	/m/04dqv34			5.0					MicroBrasserie Le Grimoire		Canada	/m/04dq_g3
Pietra Bière à la Châtaigne	/m/04dqg8t			6.0					Pietra		France	/m/04dr2wh
HopDaemon Skrimshander IPA	/m/04dqg78			4.5					HopDaemon		United Kingdom	/m/04dr057
VarsBier Stoffig	/m/04dqsbq			4.5					VarsBier		Netherlands	/m/04dqxw3
Shepherd Neame Christmas Ale 2003	/m/04dqf03			6.0					Shepherd Neame		United Kingdom	/m/04dqzpw
Elbrewery EB	/m/04dqhzp			5.4					Elbrewery		Poland	/m/04dqyj7
Cesu Red Imperial	/m/04dqp18			4.5					Cesu		Latvia	/m/04dqxkw
Skinner's Jingle Knockers	/m/04dqkxp			5.5					Skinner's Brewery		United Kingdom	/m/04dqxfw
Ridgeway Bitter	/m/04dqdq1			4.0					Ridgeway		United Kingdom	/m/04dq_gw
Schmucker Hefe-Weizen	/m/04dqtcz			5.0					Schmucker		Germany	/m/04dr572
Revolución Maquiavelo	/m/04dqv4p			5.0					Revolución		Mexico	/m/04dr0p7
Wold Top Brewery Falling Stone	/m/04dqhy4			4.2					Wold Top Brewery		United Kingdom	/m/04dr087
RCH Brewery Old Slug Porter	/m/04dqnr6			4.7					RCH Brewery		United Kingdom	/m/04dq_q7
Belhaven 60/- Pale Ale	/m/04d2v6c											
Pilgrim Springbock	/m/04dqw5y			5.2					Pilgrim		United Kingdom	/m/04dr4qd
Bridge of Allan Stirling Brig	/m/04dqwpp			4.8					Bridge of Allan		United Kingdom	/m/04dr2ph
Rothaus Hefeweizen	/m/04dqs82			5.4					Rothaus		United Kingdom	/m/04dr0hm
Augustiner Helles	/m/04dqnsr			5.2					Augustiner Bräu		Germany	/m/04dqzh7
Champps Premium Pilsner	/m/04dqp2t			5.0					Champps Brewery		Canada	/m/04dr2t_
Het Anker Anker Blond	/m/04dqf7k			6.5					Het Anker		Belgium	
Anheuser-Busch Natural Ice	/m/04dqlyy			5.9					Anheuser-Busch		United States of America	
Freedom Organic	/m/04dqqkv			4.8					Freedom		United Kingdom	/m/04dr67z
Meantime Grand Cru Wheat	/m/04dqd7v			6.3					Meantime Brewing		United Kingdom	/m/04dr4ks
Bishops Finger	/m/0cbn5l			5.4					Shepherd Neame		United Kingdom	/m/04dr1k_
Rickard's White	/m/0djwk2b	Belgian	2009	5.4					Molson Coors Brewing Company		Canada	
Cypress Honey Lager	/m/05khjxm	Honey Lager		4.7					Granville Island Brewing			
Old Chimneys Greenshank	/m/04dqmzq			7.0					Old Chimneys		United Kingdom	/m/04dr0l7
Porterhouse Red	/m/04dqk32			4.4					The Porterhouse Brewing Company		Republic of Ireland	/m/04dqy_r
Henninger Kaiser Premium Bier	/m/04dqtr_			4.8					Henninger		Germany	/m/04dr6kv
Heather Ale Company Ebulum Elderberry Black Ale	/m/04dqp2c			6.5					Heather Ale Company		United Kingdom	/m/04dq_qw
de Smedt Affligem Tripel	/m/04dqkcm			8.5					de Smedt		Belgium	/m/04dr5jb
Joseph Holt Thunder Holt	/m/04dqvv3			5.0					/m/04dr8v3		United Kingdom	/m/04dr5fz
Pelforth Brune	/m/04dqmqw			6.5					Pelforth		France	/m/04dqzcm
De Schans 100% Tarwe	/m/04dqn2n			6.0					De Schans		Netherlands	/m/04dr38j
Grolsch Premium Lager	/m/04dqlyh			5.0					Grolsch Brewery		Netherlands	/m/04dr30h
Troch Chapeau Tropical Lambic	/m/04d2v73											
Molson Rickard's Honey Brown	/m/04dqfzj			5.0					Molson		Canada	/m/04dr4ps
Van Steenberge Abdijbier St Adriaans Blond	/m/04dqg2g			6.5					Van Steenberge		Belgium	/m/04dr6dg
Ambev Skol	/m/04dql5w			6.0					AmBev		Brazil	/m/04dr5rg
Lindemans Pecheresse	/m/04d2v5q											
Brother Thelonious Belgian Style Abbey Ale	/m/03xf5m4								North Coast Brewing Company			
Three Tuns Brewery Cleric's Cure Bishop's Castle	/m/04dqcx0			5.0					Three Tuns Brewery		United Kingdom	/m/04dr58l
Holden's Summat Else	/m/04dqrln			4.6					Holden's		United Kingdom	/m/04dr5m2
Anheuser-Busch Killarney's "Irish" Beer	/m/04dqrh4			5.0					Anheuser-Busch		United States of America	
Erdinger Weissbier	/m/04dqgz7			5.3					Erdinger		Germany	/m/04dr5nl
Biddy Early Brewery Red Biddy	/m/04dqq_m			4.9					Biddy Early Brewery		Republic of Ireland	/m/04dqy93
Brasserie Lefèbvre Barbãr	/m/04dqs6_			8.0					Brasserie Lefèbvre		Belgium	/m/04dr17m
Pivovar Novo Paka Granat	/m/04dqt4j			5.0					Pivovar Novo Paka		Czech Republic	/m/04dqy5m
Moulin Brewery Ale of Atholl	/m/04dqg8c			4.5					Moulin Brewery		United Kingdom	/m/04dr39s
Unibroue Raftman	/m/04dqw5h			5.0					Unibroue		Canada	/m/04dr0lw
Shepherd Neame 1698 Celebration Ale	/m/04dqcgx			6.5					Shepherd Neame		United Kingdom	/m/04dr0vw
Upper Canada Brewing Company	/m/05l266	Lager,Red Beer,Ale,Wheat beer	1984								Canada	
Żywe	/m/0fpf0dr	Light Lager		6.2					Browar Amber			
Dark Star Nut Brown Ale	/m/0dl8hjw			4.5					Dark Star			
La Fin du Monde	/m/02qhg30								Unibroue			
Boon Kriek	/m/02hv3cy	Fruit Lambic							Boon Brewery			
Pabst Blue Ribbon	/m/07sccr0	Standard American Lager		5.9								
Litli-Jón	/m/08v5g4			4.5								
Kirin Lager	/m/02hv3g1											
Red Stripe	/m/031j7l	Lager		4.7					Desnoes & Geddes		Jamaica	/m/0dmlr6q
Stone Ruination IPA	/m/02hv3bj	Imperial IPA							Stone Brewing Company			
Bank Top Flat Cap	/m/04dqr_b			4.0					Bank Top Brewery		United Kingdom	
Arran Brewery Light	/m/04dqw83			3.8					Arran Brewery		United Kingdom	/m/04dr1yw
Museum Brewing Company Bullion - the gold standard	/m/04dqwbr			6.5					Museum Brewing Company		United Kingdom	/m/04dqzzr
Rogue Shakespeare Stout	/m/04dqjb1			6.1					Rogue Brewing		United States of America	/m/04dq__w
Cwmbran Brewery Crow Valley Bitter	/m/04dqjrc			4.2					Cwmbran Brewery		United Kingdom	/m/04dqyhw
Teignworthy Total Blackout	/m/04dqx7z			5.0					Teignworthy		United Kingdom	/m/04dr30w
Haacht Tongerlo Dubbel Bruin 6	/m/04dqlcb			6.0					Haacht		Belgium	/m/04dq_3m
Cascade Special Stout	/m/04dqm5l			5.8					Cascade		Australia	/m/04dr1r_
Privatbrauerei Höss Dunkler Hirsch Allgäuer Weizen	/m/04dqwzb			5.2					Privatbrauerei Höss		Germany	/m/04dqzk3
O'Hanlon's The Original Port Stout	/m/04dqnd8			4.8					O'Hanlon's		United Kingdom	/m/04dr4v5
Wyre Piddle Brewery Piddle In The Hole	/m/04dqnp0			4.6					Wyre Piddle Brewery		United Kingdom	/m/04dr4dd
Ales of Kent Stiltman	/m/04dqnzf			4.3					Ales of Kent		United Kingdom	/m/04dr5gl
De Koninck Winter Koninck	/m/04dqp6j			6.5					De Koninck Brewery		Belgium	/m/04dr70l
Oakhill Yeoman 1767 Strong Ale	/m/04dqpt_			5.0					Oakhill		United Kingdom	/m/04dr5vz
Kronenbourg 1664	/m/04dqq1w			5.2					Kronenbourg		France	/m/04dr4sp
Greene King Abbot Ale	/m/04dqrr7			5.0					Greene King Brewery		United Kingdom	/m/04dr4vp
Brøckhouse Stout	/m/04dqqn0			5.6					Brøckhouse Brewery		Denmark	/m/04dr1lc
Samuel Adams Boston Ale	/m/04dqqrj			4.6					Samuel Adams		United States of America	/m/04dr02w
Okells Mac Lir	/m/04dqq67			4.4					Okells		United Kingdom	/m/04dr27r
Paceña Ice	/m/0590222								Cerveceria Nacional			
Huyghe Villers Oud Vieille	/m/04dqrss			7.0					Huyghe Brewery		Belgium	/m/04dq_rm
Badger Brewery Blandford Fly	/m/04dq9sn			5.2					Badger Brewery		United Kingdom	/m/04dr247
Steinburg Cerveza	/m/04dqbpr			4.8					Steinburg		Spain	/m/04dr27w
Saku Porter	/m/04dqdc3			7.5					Saku		Estonia	/m/04dqy4w
Huyghe Delirium	/m/04dqdgm			8.5					Huyghe Brewery		Belgium	/m/04dqy5h
Bushy's Oyster Stout	/m/04dqfgb			4.0					Bushy's		United Kingdom	
Maasland Witte Wieven	/m/04dqg52			5.5					Maasland		Netherlands	/m/04dr26c
Hacker-Pschorr Original Oktoberfest	/m/04dqslc			5.8					Hacker-Pschorr Brewery		Germany	/m/04dr237
Eldridge Pope Hardy Country Traditional Bitter	/m/04dqh7w			4.2					Eldridge Pope		United Kingdom	/m/04dr0nh
Banks and Taylor's Shefford 2000 Ale	/m/04dqq7s			6.5					Banks and Taylor's		United Kingdom	/m/04dr2f3
Wooden Hand Cornish Mutiny	/m/04dqhfv			4.8					Wooden Hand		United Kingdom	/m/04dr70v
Monschof Schwarz	/m/02hv3ff	Schwarzbier							Kulmbacher Brewery			
Hoegaarden De Verboden Vrucht (Le Fruit Défendu)	/m/04dqqz2			8.8					Hoegaarden Brewery		Belgium	/m/04dr2jm
Coors Keystone Dry	/m/04dqff0			4.9					Coors Brewing Company		United States of America	/m/04dr5z2
Haacht Keizer Karel Blond	/m/04dqwy0			9.0					Haacht		Belgium	/m/04dr15w
Löwenbräu Oktoberfestbier	/m/04dqj1z			6.1					Löwenbräu		United Kingdom	/m/04dr1p3
Charles Wells Fargo Fully Matured Ale	/m/04dqmgs			5.0					Charles Wells		United Kingdom	/m/04dr1dw
Cantillon Rose de Gambrinus	/m/04dqb6f			5.0					Cantillon Brewery		Belgium	/m/04dr2w7
Victory Brewing Co. Storm King Imperial Stout	/m/04dqmf7			9.8					Victory Brewing Company		United States of America	/m/04dr4j8
Newcastle Breweries The Newcastle Star	/m/04dqfjj			7.5					Newcastle Breweries		United Kingdom	/m/04dr0zc
Marston's Late Hopped	/m/04dqwm8			5.0					Marston's		United Kingdom	/m/04dr0wh
Unibroue Blanche de Chambly	/m/04dqnkz			5.0					Unibroue		Canada	/m/04dr4lx
Landtsheer Malheur 10	/m/04dq93f			10.0					Landtsheer		Belgium	/m/04dr1km
Old Dominion Brewing Company Tuppers' Hop Pocket Ale	/m/04dqpg5			5.5					Old Dominion Brewing Company		United States of America	/m/04dqz3c
Broughton Ales Organic Border Gold	/m/04dqkh_			6.0					Broughton Ales		United Kingdom	/m/04dr6hg
Tolly Cobbold Cobnut Special Nut Brown Ale	/m/04dqkpx			4.2					Tolly Cobbold		United Kingdom	/m/04dq_x7
A Le Coq Tõmmu Hiid	/m/04dqphq			4.7					A Le Coq		Estonia	/m/04dr5j6
Labatt Blue	/m/04dqvmk			5.0					Labatt Brewing Company		Canada	/m/04dqyqh
Three B's Knocker Up	/m/04dqhrx			4.8					Three B's		United Kingdom	/m/04dr1jc
Dorset Brewing Company Jurassic Ale	/m/04dqgj7			4.7					Dorset Brewing Company		United Kingdom	/m/04dr0nr
Riedenburger Organic Lager	/m/04dqfsd			4.6					Riedenburger		Germany	/m/04dr4q0
Schneider & Sohn Aventinus Weizen-Eisbock	/m/04dqlb0			12.5					G. Schneider & Sohn		Germany	/m/04dr6bl
Wychwood Old Father Time	/m/04dqr3k			5.0					Wychwood Brewery		United Kingdom	/m/04dr6yv
Black Sheep Brewery Yorkshire Square Ale	/m/04dqlfj			5.0					Black Sheep Brewery		United Kingdom	/m/04dq_pc
Brasserie des Géants Gouyasse	/m/04dqr9g			6.0					Brasserie des Géants		Belgium	/m/04dr5mz
Hoegaarden Speciale	/m/04dqs38			5.6					Hoegaarden Brewery		Belgium	/m/04dr0rw
Anheuser-Busch Bud Silver	/m/04dqs4t			4.1					Anheuser-Busch		United Kingdom	/m/04dqzt_
Marston's Oyster Stout	/m/04dqbyv			4.5					Marston's		United Kingdom	/m/04dqypm
Duchy Originals Organic Ale	/m/04dqsk1			5.0					Duchy Originals Organic		United Kingdom	/m/04dq_dr
Left Hand Brewing Co Sawtooth Ale	/m/04dq99b			4.75					Left Hand Brewing Co		United States of America	/m/04dr1t7
Moles Brew 97	/m/04dqtmv			5.0					Moles		United States of America	/m/04dqz23
Adnams Broadside	/m/04dqb0j	Extra Special/Strong Bitter		6.3					Adnams Brewery		United Kingdom	/m/04dr06w
York Minster Ale	/m/04dqtpt			4.2					York		United Kingdom	/m/04dr63g
Corsendonk Christmas Ale	/m/04dq9vv			8.5					Corsendonk		Belgium	/m/04dr2pc
Grolsch Premium Weizen	/m/04dqgks			5.3					Grolsch Brewery		Netherlands	/m/04dr0f_
O'Hanlon's Organic Rye Beer	/m/04dqwnt			5.0					O'Hanlon's		United Kingdom	/m/04dr2zr
Alfa Edel Pils	/m/04dqc1s			5.0					Alfa		Netherlands	/m/04dqyvh
Labatt Brewing Co. John Labatt Classic Premium Lager	/m/04dqc07			5.0					Labatt Brewing Company		Canada	/m/04dr5n2
Molson Rickard's India Pale Ale	/m/04dqjq1			4.8					Molson		Canada	/m/04dr4wf
Frank Boon Oude Kriek Boon	/m/04dqcrf			6.5					Boon Brewery		Belgium	/m/04dr00m
Black Plague Stout	/m/05khh0p	Stout							Storm Brewing		Canada,Vancouver	
Raspberry Lambic	/m/05khh0w	Fruit Lambic							Storm Brewing		Vancouver,Canada	
Cerveza Ducal	/m/05nc3py										Bolivia	
Dos Equis Amber	/m/02hv3fr											
Ventnor Oyster Stout	/m/04dqq_v			4.5					Ventnor		United Kingdom	/m/04dr4g0
Morland Hen's Tooth	/m/04dqhg8			6.5					Morland Brewery		United Kingdom	/m/04dqzsc
Haacht Gildenbier	/m/04dqqj2			7.0					Haacht		Belgium	/m/04dr55v
Stone Brewing Co. Ruination IPA	/m/04dqlx5			7.7					Stone Brewing Company		United States of America	/m/04dqygm
Hop Back GFB	/m/04dqn2w			3.5					Hop Back Brewery		United Kingdom	/m/04dq_lr
Hanssens Oude Gueuze	/m/04dqp8h			6.0					Hanssens		Belgium	/m/04dr5mb
Bateman's Harvest Zest	/m/04dqlyq			4.8					Batemans Brewery		United Kingdom	/m/04dr6gb
Kaiser Summer Draft	/m/04dqtb6			4.5					Kaiser		Brazil	/m/04dqz6m
Tolly Cobbold Cobbold's Cardinal Ale	/m/04dqw5q			5.2					Tolly Cobbold		United Kingdom	/m/04dr2r7
Boddington's Draught	/m/04dqq29			3.8					Boddingtons		United Kingdom	/m/04dr1pm
Sleeman's Honey Brown	/m/04dqm1n			5.3					Sleeman Breweries		Canada	/m/04dr4k4
Oc'Ale Bière Noire	/m/04dqg14			6.0					Oc'Ale		France	/m/04dr2h3
Hoegaarden Grand Cru	/m/04dqg8l			8.7					Hoegaarden Brewery		Belgium	/m/04dqybh
Brasserie des Géants Saison Voisin	/m/04dqvcg			5.0					Brasserie des Géants		Belgium	/m/04dq_d7
Privatbrauerei Höss Doppel Hirsch Allgäuer Doppelbock	/m/04dqj50			7.2					Privatbrauerei Höss		Germany	/m/04dr0h7
Lodzkie Porter	/m/04dqh3y			9.5					Lodzkie		Poland	/m/04dr42s
Tin Whistle Coyote	/m/04dq9k6			5.0					Tin Whistle		Canada	/m/04dr1d7
Flowers Original Strong Ale	/m/04dqhht			4.4					Flowers		United Kingdom	/m/04dq_s_
Abita 20th Annivesary Pilsner	/m/04dqjkg			5.8					Abita Brewing Company		United States of America	/m/04dq_q3
Eichbaum Premium Pils	/m/04dqnsj			4.8					Eichbaum		Germany	/m/04dqy9w
Fox Brewery IPA	/m/04dqkcv			5.2					Fox Brewery		United Kingdom	/m/04dr6lq
Hevelius Kaper	/m/04dqn77			9.1					Hevelius		Poland	/m/04dqzm7
Prignon Fantôme BBB Babillard Dark	/m/04dqw45			8.0					Prignon		Belgium	/m/04dqyvr
Wadworth & Co. Thresher Centenary Ale	/m/04dqbn6			5.0					Wadworth Brewery		United Kingdom	/m/04dr4f8
La Brasserie de Saverne Kasteel Cru	/m/04dqchb			5.2					La Brasserie de Saverne		France	/m/04dr3k4
Goose Eye Brewery Wonkey Donkey	/m/04dqrlw			4.3					Goose Eye Brewery		United Kingdom	/m/04dqzl7
Het Anker Gouden Carolus Tripel	/m/04dqt93			9.0					Het Anker		Belgium	/m/04dr4p0
Efes Stary Melnik (Old Miller)	/m/04dqtcr			4.6					Efes		Russia	/m/04dr09_
Svyturys Svyturio	/m/04dqg2p			5.0					Švyturys		Lithuania	/m/04dr2z7
Marin IPA	/m/04dqd62			6.5					Marin County Brewery		United States of America	/m/04dr5ng
Lindemans Kriek	/m/04dq9lr			4.0					Lindemans Brewery		Belgium	/m/04dr2sc
Bernard Speciální Cerné pivo	/m/04dqqth			5.1					Bernard		Czech Republic	/m/04dr6dz
Caulier Bon Secours Bière Vivante!! Blonde	/m/04dqkft			8.0					Caulier		Belgium	/m/04dr6rv
Thwaites Daniel's Hammer	/m/04dqnvh			5.2					Thwaites Brewery		United Kingdom	/m/04dr0w3
Kalamazoo Brewing Company Bells Oberon	/m/04dqn8s			6.0					Kalamazoo Brewing Company		United States of America	/m/04dr3gd
Highgate Highland Whisky Ale	/m/04dqh89			4.4					Highgate		United Kingdom	/m/04dr203
Butts Brewery Coper Organic	/m/04dqp2l			6.0					Butts Brewery		United Kingdom	/m/04dr04r
Hurricane I.P.A.	/m/05khgzb	India Pale Ale							Storm Brewing		Vancouver,Canada	
Harp Lager	/m/02hv38g								Dundalk Brewery			
Southwark Premium	/m/03m2n22											
Wailua Wheat Ale	/m/0dl74ms								Kona Brewing Company			
Dark Star Winter Meltdown	/m/0dl8hlc			5.0					Dark Star			
Nottingham  Rock Mild	/m/0dkfsq8								Nottingham Brewery			
Dark Star Oatmeal stout	/m/0dl8hk1			4.2					Dark Star			
Devassa	/m/0dk9c7s											
Wem Brewing Company Shropshire Stout	/m/0dlfhny	Stout							Wem Brewing Company			
Sunray Wheat Beer	/m/0djy33m								Terrapin Beer Company			
Copper Dragon Brewery Golden Pippin 	/m/0dl8hfq	Blonde ale		4.2					Copper Dragon Brewery			
Damm Estrella	/m/04dqwk2			5.4					Damm		Spain	/m/04dqzvw
Les Trois Brasseurs Ambrée	/m/04dqprc			6.2					Les Trois Brasseurs		France	/m/04dr6kg
Hampshire Brewery Uncle Sam	/m/04dqtwh			5.0					Hampshire Brewery		United Kingdom	/m/04dr3ks
Mansfield Brewery Premium Strength Millennium Ale	/m/04dqj44			8.5					Mansfield Brewery		United Kingdom	/m/04dr0zr
Schmucker Doppel-Bock Dunkel	/m/04dq9y0			8.0					Schmucker		Germany	/m/04dqysw
Hook Norton Bitter	/m/04dqs12			3.3					/m/04drbw8		United Kingdom	/m/04dr480
Brasserie L'Audomaroise Bière des Cossettes	/m/04dqlw9			5.9					Brasserie L'Audomaroise		France	/m/04dr74l
Alpirsbacher Klosterbrau Pils	/m/04dqqjr			4.9					Alpirsbacher		Germany	/m/04dr3_s
Meantime Meridian Lager	/m/04dqkbz			4.7					Meantime Brewing		United Kingdom	/m/04dr3d8
Aviemore Ruthven Brew	/m/04dqjgm			4.0					Aviemore		United Kingdom	/m/04dr64q
Samuel Adams Millennium	/m/04dqmng			20.0					Samuel Adams		United States of America	/m/04dr1q_
Iceni Norfolk Lager	/m/04dqk9w			5.0					Iceni		United Kingdom	/m/04dr66b
Columbia Brewery Kootenay Mountain Ale	/m/04dqv3l			5.5					Columbia Brewery		Canada	/m/04dqy7r
Erzquell Brauerei Bielstein Zunft Kölsch	/m/04dq9hx			4.6					Erzquell Brauerei Bielstein		Germany	/m/04dr053
Hogs Back Brewster's Bundle	/m/04dqt87			7.4					Hogs Back Brewery		United Kingdom	/m/04dr2lm
St Peter's Organic Best Bitter	/m/04dqttj			4.7					St Peter's		United Kingdom	/m/04dr6kl
Worfield Dabley Ale	/m/04dqd6r			3.8					Worfield		United Kingdom	
Zagorka Original Lager	/m/04dqf0k	Lager		5.0					Zagorka		Bulgaria	/m/04dq_5c
Frank Boon Framboise	/m/04dqf6g			5.0					Boon Brewery		Belgium	/m/04dr50k
Tongerlo Tripel Blond	/m/04dqt3w			8.0					Tongerlo		Belgium	/m/04dqxp7
King & Barnes Faygate Dragon	/m/04dqg08			4.7					King & Barnes		United Kingdom	/m/04dr1f_
Nøgne Ø Porter	/m/04dqks2			7.0					Nøgne Ø		Norway	/m/04dr6r6
Hartington Bitter	/m/04dqhyl			4.0					Hartington		United Kingdom	/m/04dqzh3
Hampshire Brewery Ironside Best	/m/04dqhdz			4.2					Hampshire Brewery		United Kingdom	/m/04dr01_
Bayer-Bräu Schwarzes Röslein	/m/04dqs8j			4.6					Bayer-Bräu		Germany	/m/04dr56z
Elgood's Fenman Pale Ale	/m/04dqnn4			3.6					Elgoods		United Kingdom	/m/04dr3f8
Barefoot Mellow Yellow	/m/04dqdzc			3.8					Barefoot		United Kingdom	
Usher's Mann's Original Brown Ale	/m/04d2v5_											
Faxe Premium	/m/04dqnrn			5.0					Faxe Brewery		Denmark	/m/04dr3ns
Moorhouse's Pendle Witches Brew	/m/04dqd56			5.1					Moorhouse's Brewery		United Kingdom	/m/04dr1hh
Copper Dragon Scotts 1816	/m/04dqh__	Bitter		4.1					Copper Dragon Brewery		United Kingdom	/m/04dr5cq
James Squire Golden Ale	/m/046vjxy	Golden ale		4.5					Malt Shovel Brewery,James Squire		Australia	/m/04dqyc_
La Choulette Ambrée	/m/04dqfyw			7.5					La Choulette		France	/m/04dr0ym
Pacific Western Brewing Company Dude	/m/04dqgrg			5.0					Pacific Western Brewing Company		Canada	/m/04dr6jb
Grolsch Zomergoud	/m/04dqw39			5.0					Grolsch Brewery		Netherlands	/m/04dr5zg
Shepherd Neame 1999 Vintage Christmas Ale	/m/04dqkwl			6.5					Shepherd Neame		United Kingdom	/m/04dq_dc
Salopian Brewing Company Golden Thread Golden Ale	/m/04dqv9h			5.0					Salopian Brewing Company		United Kingdom	/m/04dr42n
Ward's Classic Yorkshire Ale	/m/04dqg1t			5.0					Ward's		United Kingdom	/m/04dq_fr
Swale Whitstable Oyster Stout	/m/04dqd0v			4.5					Swale		United Kingdom	/m/04dr0pw
Meantime Sainsbury's Taste the Difference Kölsch Style Lager	/m/04dqt9s			5.0					Meantime Brewing		United Kingdom	/m/04dr398
Everard's Tiger Best Bitter	/m/04dqj5p			4.5					Everards		United Kingdom	/m/04dq_6r
Carib Royal Extra 'The Lion Stout'	/m/04dqcdh			6.6					Carib		Trinidad and Tobago	/m/04dqxn7
Stella Artois	/m/071mw			5.0								
Flanagans	/m/03m2nmx											
Tooheys Maxim	/m/03q4b1x								Tooheys			
Coors Light	/m/02hv3cs											
Kilkenny	/m/0gswqk	Irish red ale	1710	4.3								
Church Brew Works Pipe Organ Pale Ale	/m/04dqj5g			4.3					The Church Brew Works		United States of America	
Hogs Back Wobble in a Bottle	/m/04dqpqy			7.5					Hogs Back Brewery		United Kingdom	/m/04dq_w7
Itchen Valley Fagins Bottle Conditioned	/m/04dqf0b			4.1					Itchen Valley Brewery		United Kingdom	/m/04dqz53
Aldaris Uguns	/m/04dqqc1			5.5					Aldaris		Latvia	/m/04dr0lm
Augustiner Weissbier	/m/04dqqgk			5.4					Augustiner Bräu		Germany	/m/04dr24h
Brew Brothers Brewing Company Prairie Steamer Amber Cream Ale	/m/04dqrg8			6.5					Brew Brothers Brewing Company		Canada	/m/04dq_yr
Sierra Nevada Celebration Ale	/m/04dqjgd			6.8					Sierra Nevada Brewing Company		United States of America	/m/04dqyzc
Smiles Best	/m/04dqrht			4.1					Smiles		United Kingdom	/m/04dr1x7
George Killian's Irish Red	/m/04dqdyy			4.9					UniBev Ltd		United States of America	/m/04dr22r
Jihomoravské Pivovany/Vyškov Generál	/m/04dqsz5			6.0					Jihomoravské Pivovany/Vyškov		Czech Republic	/m/04dr133
Friart St Feuillien Triple	/m/04dqt3n			8.5					Friart		Belgium	/m/04dr722
